PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,FATALS,DRUNK_DR
2,86,2010,3,8,2015,2,17,9,9,BISCAYNE BLVD,39TH ST,25.81335,-80.18917778,1,0
1,99,1560,4,8,2015,3,11,24,9,MARLBERRY CIR,,26.89064167,-80.09672222,1,0
1,57,2950,7,8,2015,6,22,12,3,SR-60,,27.95509444,-82.4265,1,1
6,103,0,13,8,2015,5,7,53,3,SR-688,,27.89396944,-82.68741111,1,0
1,51,0,15,8,2015,7,19,0,6,NORTH RIVERSIDE ST,,26.65690556,-81.07200278,1,1
1,83,0,15,8,2015,7,19,58,9,SE 47TH AVE,,29.01856944,-82.07031111,1,1
1,86,0,16,8,2015,1,4,45,9,US-441,,25.92209722,-80.21481944,1,1
2,97,0,20,8,2015,5,17,54,3,SR-429,,28.30975833,-81.60731944,1,0
1,133,0,20,8,2015,5,2,9,9,CR-277,,30.82116667,-85.55823056,1,0
3,9,2005,22,8,2015,7,23,38,3,SR-520,MILFORD POINT DR,28.357425,-80.66268333,1,0
3,31,1510,22,8,2015,7,5,35,9,SR-10A,,30.32721111,-81.63230278,1,0
2,1,0,23,8,2015,1,2,0,4,CR-2082,,29.58938333,-82.16940278,1,1
4,85,0,23,8,2015,1,14,16,3,SR-A1A,,27.13061944,-80.16978056,2,1
4,57,2950,31,7,2015,6,5,16,3,SR-60,,27.96826111,-82.56804722,2,0
2,57,0,2,8,2015,1,8,16,9,SR-400,,28.03645,-82.05886111,1,0
6,91,0,9,8,2015,1,16,5,3,SR-293,,30.46698056,-86.41523056,1,0
2,31,1510,13,8,2015,5,0,55,9,I-295,,30.3164,-81.52483889,1,0
2,63,0,13,8,2015,5,20,14,9,SR-286,,30.68431944,-84.92927778,1,0
3,113,0,16,8,2015,1,20,11,9,CR-197,US-90,30.59975556,-87.16132222,1,1
1,127,0,30,7,2015,5,19,59,9,US-92 RAMP,,29.17475556,-81.08574167,1,0
3,1,0,31,7,2015,6,15,25,3,SR-26,,29.65445556,-82.54466389,1,0
1,11,2468,19,8,2015,4,22,23,3,SR-820,68TH BLVD,26.00967778,-80.22322778,1,0
1,105,120,17,8,2015,2,18,12,3,SR-559,WILEY DR,28.06665,-81.78812778,1,0
2,86,2010,18,8,2015,3,12,26,9,NW 7TH ST,NW 30TH PL,25.77929167,-80.24549167,1,0
3,133,0,21,8,2015,6,21,30,3,SR-79,IRA RD,30.43526111,-85.87415,1,0
1,127,0,22,8,2015,7,2,3,3,SR-9,CR-2002,29.39811111,-81.15261111,1,0
4,99,3190,23,8,2015,1,21,46,2,US-1,NATHAN HALE RD,26.65875833,-80.05589722,1,0
3,9,0,23,8,2015,1,2,30,3,SR-528,,28.45300833,-80.89255556,2,1
1,103,2730,23,8,2015,1,3,0,9,CENTRAL AVE,,27.77105,-82.66465,1,1
3,111,2601,24,8,2015,2,13,4,9,PORT ST LUCIE BLVD,CAMEO BLVD,27.27138889,-80.36178056,1,1
1,86,2010,25,8,2015,3,10,56,9,MIAMI AVE,,25.80381667,-80.19511111,1,0
4,11,2083,17,7,2015,6,23,6,2,US-27,,25.97525556,-80.4318,2,0
3,86,0,1,8,2015,7,4,30,9,PALMETTO EXPWY RAMP,,25.88416944,-80.32375,1,0
2,95,0,4,8,2015,3,22,32,9,CR-435,BALBOA DR,28.55933889,-81.4759,1,0
1,103,570,3,4,2015,6,10,19,9,COURT ST,EAST AVE,27.96196389,-82.79682222,1,0
5,71,0,7,8,2015,6,21,33,9,CR-869,KELLY COVE DR,26.49426389,-81.951525,1,0
3,86,2023,8,8,2015,7,10,2,3,SR-860,NW 37TH AVE,25.94029167,-80.26138333,2,0
8,63,0,10,8,2015,2,11,15,2,US-90,POPLAR SPRINGS RD,30.74001111,-85.13778056,1,0
1,86,0,1,8,2015,7,16,54,9,SW 56TH ST,SW 137TH AVE,25.71438889,-80.41520556,1,0
2,107,0,10,8,2015,2,20,50,9,CR-308,,29.42721111,-81.64363889,1,0
6,31,1510,10,8,2015,2,18,20,9,SR-17,WABASH AVE,30.27749722,-81.71991111,2,0
7,86,2023,13,8,2015,5,23,11,3,SR-860,NW 14TH AVE,25.94179167,-80.22528056,1,1
2,105,0,14,8,2015,6,2,23,9,COUNTY LINE RD,,27.99067222,-82.05569167,2,2
1,73,0,15,8,2015,7,3,45,2,US-27,HOMEWOOD RD,30.48828889,-84.31981111,1,0
2,111,2601,2,6,2015,3,15,18,9,KILPATRICK AVE,HEATHER ST,27.32307778,-80.36575,1,0
3,11,2948,1,8,2015,7,4,33,3,SR-870,,26.18653611,-80.19701389,1,0
3,83,0,3,8,2015,2,9,45,9,CR-225A,62ND PL,29.26689167,-82.19874167,1,1
3,57,0,18,8,2015,3,3,3,2,US-301,SR-60,27.94953889,-82.35413056,1,0
1,31,1510,18,8,2015,3,20,25,9,MONCRIEF RD,,30.37916111,-81.69404444,1,0
1,15,0,18,8,2015,3,20,55,4,CR-768,,26.88435278,-81.99956944,1,0
3,41,0,21,8,2015,6,11,16,9,CR-340,,29.79573056,-82.89641111,1,0
3,13,0,22,8,2015,7,19,20,3,SR-20,CR-275,30.42596944,-85.15048889,1,1
1,15,0,23,8,2015,1,7,34,2,US-41,,26.85818056,-81.98796944,1,0
8,87,1580,23,8,2015,1,0,54,2,US-1,,24.60126111,-81.64781944,3,1
1,57,0,31,5,2015,1,3,31,9,CR-581,,28.07231111,-82.42600278,1,0
1,57,2950,18,8,2015,3,11,26,3,SR-43,COLUMBUS DR,27.96626111,-82.40626389,1,0
2,83,2270,19,8,2015,4,7,30,3,SR-40,8585 W HWY 40,29.18673611,-82.26078056,1,0
2,59,0,24,8,2015,2,21,28,4,CR-179A,,30.94058333,-85.87914444,1,1
1,57,0,24,8,2015,2,16,32,9,SR-574,TANNER RD,28.00013889,-82.19655556,1,0
2,105,3300,25,8,2015,3,13,18,9,AVENUE O SE,5TH ST SE,28.00766944,-81.72066111,1,0
3,31,1510,20,8,2015,5,17,33,9,OLD KINGS RD S,,30.207375,-81.58341389,1,0
1,9,0,29,8,2015,7,20,45,9,PINEHURST AVE,,28.23794167,-80.68678611,1,1
1,57,0,30,8,2015,1,6,25,9,CR-589,,28.01258056,-82.5453,1,1
1,113,0,30,8,2015,1,4,30,9,SR-89,,30.88808889,-87.15975,1,1
1,17,0,17,8,2015,2,3,41,4,CR-495,,28.93293889,-82.5892,1,1
1,86,2220,26,8,2015,4,1,27,3,SR-916,,25.897675,-80.22680278,1,1
2,105,1690,27,8,2015,5,7,10,9,SR-563,LIME ST W,28.04049444,-81.95994444,1,0
3,103,2730,24,7,2015,6,16,55,9,5TH AVE S,40TH ST S,27.76645833,-82.68750278,1,0
2,86,1030,23,8,2015,1,1,56,9,SW 344TH ST,SW 172ND AVE,25.44781667,-80.468925,1,0
1,9,454,23,8,2015,1,20,2,3,SR-A1A,,28.37806667,-80.605575,1,0
3,11,760,27,8,2015,5,4,0,3,SR-818,,26.06238333,-80.18569167,1,0
2,31,1510,31,8,2015,2,23,13,9,LORETTO RD,,30.1611,-81.63898056,1,1
1,71,312,17,8,2015,2,16,23,2,US-41,,26.67636944,-81.88311111,1,0
1,57,0,23,8,2015,1,22,21,9,RACE TRACK RD,,28.08086111,-82.61783611,1,1
2,23,1660,30,8,2015,1,15,0,3,SR-10A,SW LAKEVIEW DR,30.18737222,-82.64678889,1,0
1,11,0,25,8,2015,3,20,45,1,I-75,,26.14658889,-80.67543056,1,0
5,69,0,25,8,2015,3,18,10,2,US-27,HIGHLAND LAKES BLVD,28.73085556,-81.86563889,3,0
2,31,1510,25,8,2015,3,23,11,9,I-95,,30.12593056,-81.52569444,1,0
2,11,2083,26,8,2015,4,2,18,9,I-75 RAMP,,25.97801389,-80.34908056,1,0
1,86,2655,28,8,2015,6,12,35,3,SR-992,,25.62801944,-80.36535,1,0
1,97,1590,29,8,2015,7,22,50,2,US-17,N JOHN YOUNG PKWY,28.30444722,-81.41584722,1,0
3,115,0,29,8,2015,7,20,54,9,I-75,,27.10978056,-82.35355,1,0
4,113,0,29,8,2015,7,10,40,9,SR-281,,30.54203056,-87.08718611,1,0
1,95,0,30,8,2015,1,0,29,9,SR-535,,28.39133611,-81.50528889,1,0
1,86,0,30,8,2015,1,6,55,3,SR-997,,25.72378889,-80.47989444,1,0
5,95,2360,31,8,2015,2,6,24,9,SR-423,,28.44714167,-81.42781389,1,0
1,95,2360,1,9,2015,3,1,50,3,SR-552,,28.52378333,-81.31066111,1,0
3,57,0,1,9,2015,3,7,40,4,CR-676,KINGS AVE,27.92310833,-82.29385,1,0
1,31,1510,2,9,2015,4,6,0,9,SR-10,ACME ST,30.31377778,-81.5725,1,0
3,31,1510,2,9,2015,4,21,6,9,ARGYLE FOREST BLVD,BISHOPSWOOD DR,30.287,-81.5052,1,1
3,105,1690,12,8,2015,4,10,55,3,SR-548,SLOAN AVE,28.04340556,-81.97048611,1,0
2,79,0,19,8,2015,4,17,30,9,SR-53,,30.552525,-83.42751111,1,0
3,103,570,21,8,2015,6,13,15,3,SR-60,SKY HARBOR DR,27.96061389,-82.72316667,1,0
1,97,0,21,8,2015,6,20,52,9,US-192,,28.24586111,-81.26428056,1,0
2,111,2601,22,8,2015,7,18,34,9,SW CROSSTOWN PKWY,SW CONGO ST,27.29401944,-80.40640833,1,0
2,127,825,11,8,2015,3,21,23,9,OSTEEN RD,CAPRI CIRCLE,28.92635833,-81.18678889,1,0
1,103,2960,26,8,2015,4,8,42,9,E MARTIN LUTHER KING JR DR,,28.1413,-82.74697778,1,0
2,31,1520,29,8,2015,7,2,50,9,SR-202,,30.25613611,-81.399575,1,1
1,86,1345,3,9,2015,5,23,0,2,US-27,,25.89059444,-80.36699722,1,0
2,86,0,16,8,2015,1,21,26,9,SW 107TH AVE,,25.688725,-80.36588056,1,0
1,11,1050,16,8,2015,1,21,5,1,I-95,,26.11879167,-80.16936389,1,1
1,115,0,29,8,2015,7,0,40,9,SWIFT RD,,27.28503333,-82.51411389,1,0
3,11,1420,29,8,2015,7,6,3,1,I-95,,26.0481,-80.16273056,1,0
1,39,0,31,8,2015,2,8,23,1,I-10,,30.52844444,-84.50355278,1,0
2,13,0,1,9,2015,3,19,18,3,SR-71,,30.22760278,-85.20476389,1,0
2,93,0,4,9,2015,6,17,20,2,US-441,,27.20935833,-80.78991667,1,0
5,73,2940,6,9,2015,1,21,14,3,SR-366,WHITE DR,30.44101389,-84.32593333,3,2
1,11,1050,3,9,2015,5,3,12,1,I-95,,26.20368889,-80.14063889,1,1
2,11,2260,7,9,2015,2,5,35,3,SR-816,,26.16551667,-80.16970556,1,0
1,99,3190,24,6,2015,4,21,42,9,N TAMARIND AVE,,26.72661944,-80.06161944,1,0
2,127,0,16,8,2015,1,18,30,1,I-95,,30.1833,-81.55823889,1,0
1,109,2690,25,8,2015,3,21,10,2,US-1,DATIL PEPPER RD,29.77835278,-81.31668611,1,0
1,9,0,27,8,2015,5,15,5,1,I-95,,28.14461111,-80.70576944,1,0
2,115,0,30,8,2015,1,21,45,9,CR-610,HONORE AVE,27.38831944,-82.46368889,1,0
1,21,0,30,8,2015,1,0,5,1,I-75,,26.15948889,-81.68278889,1,1
5,86,0,31,8,2015,2,23,0,3,SR-817,,25.95743056,-80.24608611,1,1
4,133,0,2,9,2015,4,15,55,9,CR-273,,30.61786389,-85.48509167,1,1
2,115,0,2,9,2015,4,22,23,9,SR-776,OVERBROOK RD,27.00116111,-82.37708889,1,1
4,5,2451,3,9,2015,5,14,22,9,CR-392A,CR-30H,30.19345556,-85.82544444,1,1
1,127,780,3,9,2015,5,23,28,9,WILLIAMSON BLVD,,29.20159167,-81.08726389,1,0
1,81,0,2,9,2015,4,21,0,9,CR-610,,27.387025,-82.39287222,1,1
1,95,0,4,9,2015,6,19,23,3,SR-434,STRATEGY BLVD,28.60041944,-81.20781111,1,1
1,23,0,4,9,2015,6,2,7,9,NW GUERDON ST,,30.21545,-82.64401944,1,1
4,115,0,7,9,2015,2,16,1,9,TUTTLE AVE,17TH ST,27.35233889,-82.51401111,1,1
3,11,1050,22,8,2015,7,22,37,2,US-1,6TH ST,26.13004722,-80.13755278,1,0
1,11,1050,31,8,2015,2,15,23,9,19TH AVE,,26.20275278,-80.12164444,1,0
2,11,1050,31,8,2015,2,20,5,3,SR-838,,26.13651944,-80.16177778,1,0
1,9,1990,6,9,2015,1,18,22,9,NASA BLVD,,28.09705833,-80.65474167,1,1
2,86,2010,8,9,2015,3,22,57,9,18TH AVE,46TH ST,25.817,-80.22628333,1,0
3,11,2260,27,9,2015,1,16,20,3,SR-816,6TH AVE,26.16662778,-80.13841389,1,0
2,5,0,24,7,2015,6,20,25,9,US-98,CR-3037,30.25072778,-85.93395,1,0
1,103,2730,6,8,2015,5,20,32,9,1ST AVE,,27.76999167,-82.71371389,1,0
6,86,0,9,8,2015,1,19,20,3,SR-860,SR-823,25.93946389,-80.29703611,1,0
1,127,0,15,8,2015,7,3,30,2,US-17,,29.27818889,-81.47645,1,1
1,31,1510,20,8,2015,5,17,23,9,JAMMES RD,,30.22954167,-81.74769722,1,0
2,91,0,27,8,2015,5,19,50,2,US-90,,30.75977222,-86.5484,1,0
2,115,0,27,8,2015,5,6,31,9,CR-780,,27.33505,-82.31597222,1,0
1,83,0,30,8,2015,1,4,40,1,I-75,,29.37403889,-82.23002222,1,1
2,103,0,31,8,2015,2,21,58,2,US-19,,28.09366944,-82.73971111,1,0
1,109,0,7,8,2015,6,7,52,9,PALM VALLEY RD,,30.13335,-81.38388889,1,0
1,99,0,19,8,2015,4,1,33,3,SR-704,HAVERHILL RD,26.70689167,-80.11934722,1,0
3,103,2530,12,6,2015,6,23,10,2,US-19,,27.85732222,-82.69646667,1,0
2,57,0,3,9,2015,5,22,47,1,I-4,,28.02743056,-82.154775,1,0
1,11,771,4,9,2015,6,13,41,3,SR-84,,26.10795278,-80.28844167,1,0
1,103,2730,5,9,2015,7,0,30,9,38TH AVE,,27.80647222,-82.69378611,1,0
3,119,0,5,9,2015,7,11,25,9,SR-44,,28.87234167,-82.08843056,1,0
6,57,0,5,9,2015,7,0,13,3,SR-39,,28.10928889,-82.14415,2,1
1,86,0,7,9,2015,2,1,30,3,SR-836,,25.78113889,-80.33262222,1,0
1,69,580,29,9,2015,3,20,20,2,US-27,,28.53429167,-81.73591111,1,0
1,39,0,9,9,2015,4,17,5,1,I-10,,30.51855,-84.48321111,1,0
2,15,0,9,9,2015,4,21,14,1,I-75,CR-769,27.02061111,-82.04843056,1,1
4,83,0,10,9,2015,5,6,48,1,I-75,,29.38408889,-82.23443889,1,0
2,9,0,10,9,2015,5,17,56,1,I-95,,28.00989444,-80.63862222,1,0
1,57,0,11,9,2015,6,3,2,2,US-41,,27.84975,-82.38166944,1,0
4,86,1340,12,9,2015,7,8,31,9,37TH ST,4TH AVE,25.85606944,-80.27462778,1,0
1,21,0,12,9,2015,7,18,35,2,US-41,,26.014,-81.62218889,1,0
1,57,0,13,9,2015,1,3,45,2,US-41,,28.14467778,-82.28183611,1,1
4,105,1110,12,7,2015,1,22,14,9,US-27,,27.68942778,-81.56218056,4,0
2,11,2260,23,7,2015,5,3,59,1,I-95,,26.15804722,-80.16449722,1,1
0,99,0,13,8,2015,5,15,16,9,731 NORMANDY P,,26.44561111,-80.14092778,1,0
3,99,1750,17,8,2015,2,20,59,2,US-1,16TH AVE N,26.634775,-80.05668889,1,0
2,103,0,19,8,2015,4,17,37,9,71ST AVE N,,27.8367,-82.72985,1,0
3,86,2010,22,8,2015,7,6,52,9,NW 29TH ST,NW 5TH AVE,25.80374167,-80.20286389,2,0
1,53,0,10,8,2015,2,19,15,8,PORTILLO RD,,28.49155833,-82.54734722,1,0
3,105,0,26,8,2015,4,13,10,9,CR-557,CR-557A,28.14385833,-81.73446389,1,0
3,75,0,27,8,2015,5,17,30,9,US-27,,29.47515833,-82.76772222,1,1
3,9,2670,28,8,2015,6,21,0,9,MURRELL RD,BARNES BLVD,28.29527778,-80.72197778,1,1
3,86,0,29,8,2015,7,22,40,2,US-1,NARAJA LAKES BLVD,25.51185833,-80.43422778,1,0
2,67,0,2,9,2015,4,6,35,2,US-27,,29.99103611,-83.00809444,2,0
2,103,0,28,8,2015,6,1,44,2,US-19,,28.12293889,-82.74015,1,0
1,99,0,29,8,2015,7,3,8,9,LYONS RD,DILLMAN RD,26.66216389,-80.18194722,1,1
3,81,0,30,8,2015,1,12,10,3,SR-684,30TH ST W,27.46236944,-82.59171944,1,0
1,86,0,4,9,2015,6,2,49,9,SW 104TH ST,,25.6715,-80.39825833,1,0
2,17,0,5,9,2015,7,23,23,3,SR-44,,28.85756111,-82.42071944,1,0
4,71,0,6,9,2015,1,21,15,3,SR-82,ALABAMA RD,26.55910556,-81.66169444,2,1
4,83,0,6,9,2015,1,19,25,9,NW 27TH AVE,NW 148TH ST,29.36423611,-82.17251111,1,1
2,95,0,8,9,2015,3,15,25,9,SADLER RD,,28.74846389,-81.62726944,1,0
1,73,2940,31,8,2015,2,10,41,6,7TH AVE W,GIBBS DR,30.45777222,-84.29185278,1,0
1,103,570,8,9,2015,3,11,20,3,SR-580,COUNTRYSIDE BLVD,28.01950556,-82.72505278,1,0
3,57,0,10,9,2015,5,19,14,2,US-41,SAFFOLD PARK DR,27.70450833,-82.44576111,1,0
6,95,0,10,9,2015,5,5,32,3,SR-438,CR-435,28.57765,-81.49073889,1,0
1,83,0,10,9,2015,5,21,3,3,SR-40,,29.21253056,-82.06276944,1,0
5,13,0,11,9,2015,6,14,0,3,SR-69,CR-286,30.57614444,-85.02198056,2,0
1,39,0,12,9,2015,7,0,8,2,US-90,,30.4932,-84.42818889,1,0
3,1,0,12,9,2015,7,14,30,2,US-301,SR-26,29.71675556,-82.13988611,1,0
4,86,2023,12,9,2015,7,20,1,3,SR-91,,25.95428056,-80.22915,1,0
1,33,0,11,9,2015,6,21,30,9,CR-453,,30.42583056,-87.24993056,1,0
3,33,0,11,9,2015,6,14,52,9,NORTHPOINTE PKWY,,30.50566944,-87.16856111,1,0
1,97,0,14,9,2015,2,5,37,2,US-441,,28.31613889,-81.40375,1,0
1,91,0,14,9,2015,2,0,4,8,AARON BAKER RD,,30.79655,-86.67596111,1,1
1,11,2570,12,9,2015,7,21,12,9,12TH AVE,,26.12472222,-80.15763611,1,0
1,11,1826,13,9,2015,1,22,14,2,US-1,,26.29136389,-80.09524722,1,0
1,9,0,15,9,2015,3,19,45,9,CURTIS BLVD,,28.47623889,-80.77911667,1,0
2,95,2360,15,9,2015,3,18,50,3,SR-417,,28.38225,-81.26861389,1,0
1,95,2290,13,6,2015,7,4,3,9,OLD WINTER GARDEN RD,,28.54814167,-81.530225,1,0
2,71,312,28,6,2015,1,22,20,9,OLD 41 RD,QUALITY RD,26.38029444,-81.80628611,1,0
2,95,2360,18,7,2015,7,0,55,9,SR-435,WINDHOVER DR,28.48575,-81.45873333,1,0
1,71,2218,5,8,2015,4,9,5,9,LOCHMOOR CIR,,26.64355833,-81.92109167,1,0
1,11,3193,6,9,2015,1,3,39,9,US-27,,26.08753056,-80.43393889,1,0
3,11,672,16,9,2015,4,5,14,3,SR-869,,26.27398056,-80.29643056,1,1
2,97,1590,15,9,2015,3,15,27,6,NEPTUNE RD,,28.293625,-81.39735,1,0
4,71,1070,15,9,2015,3,4,38,9,MICHIGAN AVE,SHOEMAKER BLVD,26.648375,-81.84021667,3,0
1,11,2948,16,9,2015,4,6,14,3,SR-870,,26.18626667,-80.18724444,1,0
2,5,0,16,9,2015,4,17,25,9,US-98,SANDY LANE,30.30070278,-85.85202222,1,0
1,86,2010,17,9,2015,5,5,48,9,27TH AVE,,25.76173056,-80.238775,1,0
1,86,0,5,9,2015,7,8,34,9,SW 127TH AVE,,25.54387778,-80.39651667,1,0
1,86,2220,15,9,2015,3,6,38,3,SR-916,NE 7TH AVE,25.89953056,-80.18483333,1,0
1,95,2290,17,9,2015,5,4,23,3,SR-50,,28.55163056,-81.5421,1,0
1,81,0,18,9,2015,6,5,48,2,US-301,,27.46563889,-82.53166111,1,0
1,86,2010,18,9,2015,6,17,6,2,US-441,SW 8TH ST,25.76602222,-80.20742778,1,0
7,109,0,18,9,2015,6,1,20,1,I-95,,29.89886111,-81.40623889,1,0
1,83,0,18,9,2015,6,17,5,9,103RD ST RD,84TH AVE RD,29.07198333,-82.26150556,1,0
6,83,0,19,9,2015,7,0,25,1,I-75,,28.98181389,-82.13630556,1,0
2,81,340,20,9,2015,1,6,33,2,US-41,SR-64,27.49521389,-82.56302222,1,0
2,86,0,1,9,2015,3,19,6,9,SW 47TH TER,SW 117TH AVE WAY,25.72289722,-80.382875,1,0
1,86,1340,24,9,2015,5,5,19,9,87TH AVE,,25.87923056,-80.33946944,1,0
1,86,1340,17,9,2015,5,23,4,9,12TH AVE,,25.88229722,-80.30748333,1,0
1,57,0,17,9,2015,5,19,56,9,MADISON AVE,,27.90093056,-82.378075,1,0
1,5,2456,18,9,2015,6,21,33,2,US-98,,30.11258056,-85.60105,1,0
1,86,2010,20,9,2015,1,7,31,9,22ND AVE,28TH ST,25.80191944,-80.23176667,1,0
4,69,0,22,9,2015,3,20,42,2,US-192,BALI BLVD,28.34711111,-81.66051111,1,1
1,57,2950,1,9,2015,3,10,55,3,SR-580,,28.03258056,-82.42864722,1,0
1,99,3190,6,10,2015,3,20,29,2,US-1,,26.72234722,-80.05328056,1,0
4,69,0,6,9,2015,1,4,18,3,SR-91,,28.65275,-81.80863889,3,0
1,11,2260,11,5,2015,2,22,40,3,SR-845,,26.16626944,-80.154575,1,0
2,115,2780,15,7,2015,4,5,39,9,N ORANGE AVE,18TH ST,27.35325,-82.538475,1,0
3,61,0,24,7,2015,6,15,20,9,66TH AVE,8TH ST,27.61735833,-80.46337222,1,0
8,86,1440,25,7,2015,7,13,36,9,8TH ST,9TH AVE,25.477075,-80.489475,1,0
2,27,0,19,8,2015,4,4,15,4,CR-760A,,27.15093889,-81.860875,1,0
3,103,1770,25,8,2015,3,17,35,3,SR-688,CR-263,27.88024444,-82.82005833,1,0
3,57,0,27,9,2015,1,6,53,9,WILDER RD,,28.07565278,-82.09711667,1,0
5,87,1505,5,9,2015,7,14,30,2,US-1,,24.93133056,-80.62026944,1,0
1,95,0,8,9,2015,3,20,49,3,SR-436,,28.59901944,-81.30718889,1,0
1,95,0,12,9,2015,7,11,11,3,SR-436,HANGING MOSS RD,28.57896667,-81.30877222,1,1
2,9,0,12,9,2015,7,22,20,3,SR-514,,27.998,-80.58473889,1,0
4,57,2950,13,9,2015,1,23,25,9,COMMERCE PARK BLVD,,28.11890556,-82.38261667,1,0
1,86,0,14,9,2015,2,4,20,3,SR-836,,25.78313333,-80.22092778,1,0
1,86,2010,15,9,2015,3,12,21,3,SR-821,,25.66653056,-80.38696111,1,0
1,87,1580,16,9,2015,4,17,33,9,ROOSEVELT BLVD S,,24.55248333,-81.76076944,1,1
2,91,0,16,9,2015,4,8,54,3,SR-189,MOONEY RD,30.46491944,-86.61908611,1,0
1,53,0,18,9,2015,6,11,29,3,SR-50,,28.52106111,-82.56456944,1,0
4,117,2770,18,9,2015,6,23,28,3,SR-417,,28.79704167,-81.334725,2,0
2,107,2420,18,9,2015,6,6,1,3,SR-19,GREEN RD,29.621725,-81.69988056,1,0
2,23,0,19,9,2015,7,0,20,1,I-75,,30.08348056,-82.63591111,1,2
4,99,2431,19,9,2015,7,20,38,1,I-95,,26.8396,-80.10206111,1,0
2,111,1080,19,9,2015,7,21,36,9,AVE M,,27.46205,-80.35365556,1,0
1,21,0,20,9,2015,1,20,20,4,CR-846,,26.38262778,-81.41704167,1,0
7,47,0,20,9,2015,1,15,5,1,I-75,,30.40268889,-82.88653056,1,0
1,75,0,20,9,2015,1,10,5,9,CR-330,,29.4309,-82.93888056,1,1
2,31,1510,27,6,2015,7,19,5,9,WHEELER AVE,9700 HWY 90,30.3169,-81.819,1,0
1,91,0,20,9,2015,1,2,45,6,COMMONS DRIVE,,30.38791389,-86.44160556,1,1
1,1,0,20,9,2015,1,1,45,2,US-301,,29.67313056,-82.12055833,1,0
5,5,0,22,9,2015,3,7,20,9,US-231,,30.23421111,-85.5776,1,0
2,17,0,22,9,2015,3,13,55,8,PINE RIDGE BLVD,,28.93438611,-82.52286111,1,0
2,9,2005,23,9,2015,4,13,15,9,MELBOURNE AVE,BUTTONWOOD DR,28.37207778,-80.70463333,1,0
2,69,2970,25,9,2015,6,5,55,4,CR-561,CR-448,28.76466111,-81.73719167,1,0
2,57,0,26,9,2015,7,17,22,9,JAUDON RANCH RD,,27.97548611,-82.23618333,1,1
1,86,0,28,9,2015,2,22,45,3,SR-976,,25.73338056,-80.32748889,1,0
2,11,1927,5,6,2015,6,14,9,9,W ATLANTIC BLVD,NW 66TH AVE,26.23531389,-80.21340278,1,0
3,101,0,19,9,2015,7,20,30,9,CR-41,PHELPS RD,28.27871111,-82.20433056,2,1
4,59,0,20,9,2015,1,15,30,6,TRI COUNTY AIRPORT RD,,30.83489722,-85.61039722,1,0
2,101,0,21,9,2015,2,19,36,2,US-19,FLORA AVE,28.17701944,-82.74056111,1,0
3,53,0,22,9,2015,3,6,36,4,CR-587,DELBARTON ST,28.52577778,-82.51174167,1,0
2,17,0,23,9,2015,4,11,46,2,US-19,KINGSTON DR,28.82870278,-82.57941389,1,0
1,1,0,24,9,2015,5,2,20,3,SR-235,,29.84045556,-82.38429167,1,1
1,69,0,24,9,2015,5,20,30,6,NORTHERN AVE,,28.84061111,-81.77046111,1,0
2,5,0,24,9,2015,5,12,20,9,CR-3031,,30.173675,-85.76007222,1,0
1,3,0,26,9,2015,7,3,23,1,I-10,,30.25133056,-82.21166944,1,0
4,103,0,27,9,2015,1,1,2,3,SR-693,CR-202,27.820975,-82.72860833,1,1
1,11,1050,12,9,2015,7,20,52,3,SR-870,BAYVIEW DR,26.189875,-80.106925,1,0
1,95,2360,25,6,2015,5,23,30,3,SR-527,E PINELOCH AVE,28.50928889,-81.37630556,1,1
2,103,570,24,8,2015,2,17,27,9,US-19,,28.01384444,-82.73609167,1,0
1,105,0,9,8,2015,1,21,16,9,IMPERIAL LAKES BLVD,,27.92094722,-82.00092222,1,1
5,11,0,8,9,2015,3,21,15,2,US-27,,26.1443,-80.44166111,4,1
2,11,771,18,9,2015,6,7,37,2,US-441,,26.07176389,-80.20679167,1,0
3,83,0,17,9,2015,5,19,45,9,SW 100TH LN,SW 132ND AVE,29.07715,-82.33880556,1,0
1,83,0,20,9,2015,1,20,5,9,CR-42,,28.98291111,-82.13638889,1,0
1,31,1510,27,9,2015,1,4,37,9,SR-10,,30.31761389,-81.47754444,1,1
4,79,0,27,9,2015,1,12,0,9,CR-150,,30.58838611,-83.31426389,1,0
4,99,2446,27,9,2015,1,22,5,3,SR-807,,26.62008056,-80.08906389,1,0
2,103,2960,21,9,2015,2,15,45,2,US-19,BECKETT WAY,28.16673056,-82.74023611,2,0
1,9,0,28,9,2015,2,6,41,9,AURORA RD,,28.13206389,-80.70048333,1,0
2,11,1280,11,9,2015,6,12,30,3,SR-824,,25.99604444,-80.16468056,1,0
4,11,1050,19,9,2015,7,1,50,3,SR-842,,26.121375,-80.18623056,1,0
3,33,0,25,9,2015,6,20,9,9,CR-298A,57TH AVE,30.4169,-87.29186944,2,1
7,71,0,28,9,2015,2,18,30,3,SR-82,,26.58240833,-81.7152,1,0
2,57,0,30,9,2015,4,17,1,2,US-41,RIVERVIEW DR,27.86448889,-82.38510833,1,0
1,95,3310,22,9,2015,3,9,46,9,N DENNING DR,W CANTON AVE,28.60038056,-81.36108333,1,0
1,11,790,26,9,2015,7,1,36,3,SR-810,,26.3186,-80.10576944,1,0
